Customer ID,Full Name,Date of Purchase,Age,State,MTN Device,Gender,Satisfaction Rate,Customer Review,Customer Tenure in months,Subscription Plan,Unit Price,Number of Times Purchased,Total Revenue,Data Usage,Customer Churn Status,Reasons for Churn,Suffix,percentage
CUST0375,Nura Oconnell,1-Feb-25,53,Abuja (FCT),Broadband MiFi,Male,1,Poor,37,150GB FUP Monthly Unlimited,20000,14,280000,4994,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0375,Nura Oconnell,1-Feb-25,53,Abuja (FCT),4G Router,Male,1,Poor,37,10GB+10mins Monthly Plan,4500,19,85500,17842,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0006,Tamuno Lewis,1-Feb-25,74,Plateau,Mobile SIM Card,Female,5,Excellent,9,7GB Monthly Plan,3500,5,17500,4425,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0006,Tamuno Lewis,1-Feb-25,74,Plateau,5G Broadband Router,Female,5,Excellent,9,1.5TB Yearly Broadband Plan,150000,2,300000,1864,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0006,Tamuno Lewis,1-Feb-25,74,Plateau,4G Router,Female,5,Excellent,9,65GB Monthly Plan,16000,6,96000,3099,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0014,Ngozi Crawford,1-Feb-25,22,Adamawa,4G Router,Male,2,Fair,6,65GB Monthly Plan,16000,1,16000,3335,No,Costly Data Plans,"Adamawa , Nigeria",100
CUST0014,Ngozi Crawford,1-Feb-25,22,Adamawa,Mobile SIM Card,Male,2,Fair,6,20GB Monthly Plan,7500,15,112500,5341,No,Costly Data Plans,"Adamawa , Nigeria",100
CUST0016,Kunle Ford,1-Feb-25,46,Kebbi,Broadband MiFi,Male,5,Excellent,57,300GB FUP Monthly Unlimited,30000,11,330000,4125,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0016,Kunle Ford,1-Feb-25,46,Kebbi,4G Router,Male,5,Excellent,57,10GB+10mins Monthly Plan,4500,5,22500,5349,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0016,Kunle Ford,1-Feb-25,46,Kebbi,5G Broadband Router,Male,5,Excellent,57,120GB Monthly Broadband Plan,24000,3,72000,9172,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0023,Oghene Vazquez,1-Feb-25,55,Osun,5G Broadband Router,Male,4,Very Good,2,200GB Monthly Broadband Plan,25000,13,325000,12848,No,Costly Data Plans,"Osun , Nigeria",100
CUST0033,Amina Mosley,1-Feb-25,75,Borno,Broadband MiFi,Male,5,Excellent,59,60GB Monthly Broadband Plan,14500,15,217500,2757,No,Costly Data Plans,"Borno , Nigeria",100
CUST0034,Shehu Anderson,1-Feb-25,22,Edo,5G Broadband Router,Female,4,Very Good,21,120GB Monthly Broadband Plan,24000,16,384000,16706,No,Costly Data Plans,"Edo , Nigeria",100
CUST0034,Shehu Anderson,1-Feb-25,22,Edo,Mobile SIM Card,Female,4,Very Good,21,65GB Monthly Plan,16000,2,32000,14993,No,Costly Data Plans,"Edo , Nigeria",100
CUST0040,Chinedu Ruiz,1-Feb-25,46,Kogi,Mobile SIM Card,Female,4,Very Good,36,3.2GB 2-Day Plan,1000,13,13000,592,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0040,Chinedu Ruiz,1-Feb-25,46,Kogi,Broadband MiFi,Female,4,Very Good,36,150GB FUP Monthly Unlimited,20000,19,380000,6159,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0070,Ese Obrien,1-Feb-25,18,Enugu,4G Router,Female,4,Very Good,4,10GB+10mins Monthly Plan,4500,4,18000,10289,No,Costly Data Plans,"Enugu , Nigeria",100
CUST0098,Tega Murray,1-Feb-25,50,Delta,5G Broadband Router,Female,4,Very Good,28,1.5TB Yearly Broadband Plan,150000,12,1800000,13857,No,Costly Data Plans,"Delta , Nigeria",100
CUST0098,Tega Murray,1-Feb-25,50,Delta,Broadband MiFi,Female,4,Very Good,28,120GB Monthly Broadband Plan,24000,3,72000,5371,No,Costly Data Plans,"Delta , Nigeria",100
CUST0100,Kunle Davis,1-Feb-25,67,Gombe,Broadband MiFi,Male,5,Excellent,2,30GB Monthly Broadband Plan,9000,12,108000,4758,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0100,Kunle Davis,1-Feb-25,67,Gombe,Mobile SIM Card,Male,5,Excellent,2,7GB Monthly Plan,3500,19,66500,7688,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0104,Zina Fischer,1-Feb-25,32,Katsina,Broadband MiFi,Male,4,Very Good,20,300GB FUP Monthly Unlimited,30000,15,450000,12865,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0104,Zina Fischer,1-Feb-25,32,Katsina,Mobile SIM Card,Male,4,Very Good,20,12.5GB Monthly Plan,5500,12,66000,13618,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0111,Fatima Blevins,1-Feb-25,61,Oyo,Mobile SIM Card,Male,5,Excellent,19,3.2GB 2-Day Plan,1000,9,9000,8647,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0111,Fatima Blevins,1-Feb-25,61,Oyo,4G Router,Male,5,Excellent,19,25GB Monthly Plan,9000,12,108000,15289,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0111,Fatima Blevins,1-Feb-25,61,Oyo,Broadband MiFi,Male,5,Excellent,19,30GB Monthly Broadband Plan,9000,19,171000,8042,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0125,Halima Aguilar,1-Feb-25,23,Delta,5G Broadband Router,Female,4,Very Good,20,120GB Monthly Broadband Plan,24000,8,192000,7383,No,Costly Data Plans,"Delta , Nigeria",100
CUST0125,Halima Aguilar,1-Feb-25,23,Delta,Mobile SIM Card,Female,4,Very Good,20,500MB Daily Plan,350,16,5600,19149,No,Costly Data Plans,"Delta , Nigeria",100
CUST0125,Halima Aguilar,1-Feb-25,23,Delta,Broadband MiFi,Female,4,Very Good,20,150GB FUP Monthly Unlimited,20000,20,400000,9127,No,Costly Data Plans,"Delta , Nigeria",100
CUST0126,Ejiro Ware,1-Feb-25,69,Taraba,Mobile SIM Card,Male,5,Excellent,49,16.5GB+10mins Monthly Plan,6500,3,19500,1409,No,Costly Data Plans,"Taraba , Nigeria",100
CUST0127,Ifeanyi Clayton,1-Feb-25,23,Zamfara,Mobile SIM Card,Male,2,Fair,37,12.5GB Monthly Plan,5500,17,93500,1864,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0127,Ifeanyi Clayton,1-Feb-25,23,Zamfara,Broadband MiFi,Male,2,Fair,37,60GB Monthly Broadband Plan,14500,15,217500,16183,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0127,Ifeanyi Clayton,1-Feb-25,23,Zamfara,5G Broadband Router,Male,2,Fair,37,300GB FUP Monthly Unlimited,30000,15,450000,10289,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0129,Shehu Lee,1-Feb-25,33,Kogi,Mobile SIM Card,Female,4,Very Good,58,16.5GB+10mins Monthly Plan,6500,12,78000,2703,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0129,Shehu Lee,1-Feb-25,33,Kogi,Broadband MiFi,Female,4,Very Good,58,30GB Monthly Broadband Plan,9000,18,162000,3611,No,Costly Data Plans,"Kogi , Nigeria",100
CUST0136,John Hill,1-Feb-25,47,Ondo,Mobile SIM Card,Female,5,Excellent,59,16.5GB+10mins Monthly Plan,6500,10,65000,12992,No,Costly Data Plans,"Ondo , Nigeria",100
CUST0136,John Hill,1-Feb-25,47,Ondo,4G Router,Female,5,Excellent,59,25GB Monthly Plan,9000,16,144000,7225,No,Costly Data Plans,"Ondo , Nigeria",100
CUST0138,Ibim Brown,1-Feb-25,53,Plateau,Mobile SIM Card,Male,4,Very Good,22,16.5GB+10mins Monthly Plan,6500,11,71500,13109,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0140,Amaka Vang,1-Feb-25,45,Kaduna,Mobile SIM Card,Male,5,Excellent,1,12.5GB Monthly Plan,5500,18,99000,364,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0147,Chinedu Martinez,1-Feb-25,50,Plateau,Broadband MiFi,Female,4,Very Good,46,30GB Monthly Broadband Plan,9000,15,135000,18862,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0148,Ejiro Finley,1-Feb-25,50,Anambra,Mobile SIM Card,Male,4,Very Good,6,3.2GB 2-Day Plan,1000,3,3000,7111,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0148,Ejiro Finley,1-Feb-25,50,Anambra,Broadband MiFi,Male,4,Very Good,6,120GB Monthly Broadband Plan,24000,11,264000,11981,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0148,Ejiro Finley,1-Feb-25,50,Anambra,5G Broadband Router,Male,4,Very Good,6,450GB 3-Month Broadband Plan,75000,14,1050000,296,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0155,Ngozi Fowler,1-Feb-25,17,Anambra,4G Router,Female,4,Very Good,15,10GB+10mins Monthly Plan,4500,10,45000,9681,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0155,Ngozi Fowler,1-Feb-25,17,Anambra,Mobile SIM Card,Female,4,Very Good,15,12.5GB Monthly Plan,5500,3,16500,18415,No,Costly Data Plans,"Anambra , Nigeria",100
CUST0156,Ifeanyi Garcia,1-Feb-25,34,Ekiti,Mobile SIM Card,Female,2,Fair,22,12.5GB Monthly Plan,5500,15,82500,14454,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0156,Ifeanyi Garcia,1-Feb-25,34,Ekiti,Broadband MiFi,Female,2,Fair,22,300GB FUP Monthly Unlimited,30000,2,60000,139,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0157,Ifeanyi Jimenez,1-Feb-25,18,Bayelsa,4G Router,Male,2,Fair,44,10GB+10mins Monthly Plan,4500,13,58500,4676,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0157,Ifeanyi Jimenez,1-Feb-25,18,Bayelsa,Mobile SIM Card,Male,2,Fair,44,1.5GB 2-Day Plan,600,14,8400,3768,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0162,Grace Gallegos,1-Feb-25,33,Benue,Mobile SIM Card,Female,4,Very Good,36,1.5GB 2-Day Plan,600,1,600,1699,No,Costly Data Plans,"Benue , Nigeria",100
CUST0162,Grace Gallegos,1-Feb-25,33,Benue,4G Router,Female,4,Very Good,36,10GB+10mins Monthly Plan,4500,9,40500,5877,No,Costly Data Plans,"Benue , Nigeria",100
CUST0163,Nura Jackson,1-Feb-25,52,Abuja (FCT),Broadband MiFi,Female,5,Excellent,37,120GB Monthly Broadband Plan,24000,2,48000,16461,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0163,Nura Jackson,1-Feb-25,52,Abuja (FCT),4G Router,Female,5,Excellent,37,165GB Monthly Plan,35000,14,490000,1095,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0163,Nura Jackson,1-Feb-25,52,Abuja (FCT),5G Broadband Router,Female,5,Excellent,37,150GB FUP Monthly Unlimited,20000,8,160000,14733,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0165,Oghene Allison,1-Feb-25,70,Abuja (FCT),5G Broadband Router,Male,2,Fair,51,300GB FUP Monthly Unlimited,30000,10,300000,6507,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0165,Oghene Allison,1-Feb-25,70,Abuja (FCT),Mobile SIM Card,Male,2,Fair,51,1GB+1.5mins Daily Plan,500,17,8500,11476,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0165,Oghene Allison,1-Feb-25,70,Abuja (FCT),4G Router,Male,2,Fair,51,65GB Monthly Plan,16000,14,224000,2755,No,Costly Data Plans,"Abuja (FCT) , Nigeria",100
CUST0174,Kunle Jones,1-Feb-25,17,Gombe,4G Router,Female,5,Excellent,9,10GB+10mins Monthly Plan,4500,1,4500,11768,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0174,Kunle Jones,1-Feb-25,17,Gombe,Mobile SIM Card,Female,5,Excellent,9,1GB+1.5mins Daily Plan,500,2,1000,4354,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0181,Halima Walker,1-Feb-25,35,Lagos,Broadband MiFi,Female,5,Excellent,2,60GB Monthly Broadband Plan,14500,10,145000,16988,No,Costly Data Plans,"Lagos , Nigeria",100
CUST0181,Halima Walker,1-Feb-25,35,Lagos,4G Router,Female,5,Excellent,2,65GB Monthly Plan,16000,8,128000,4144,No,Costly Data Plans,"Lagos , Nigeria",100
CUST0181,Halima Walker,1-Feb-25,35,Lagos,Mobile SIM Card,Female,5,Excellent,2,20GB Monthly Plan,7500,2,15000,9866,No,Costly Data Plans,"Lagos , Nigeria",100
CUST0182,Obinna Mills,1-Feb-25,51,Katsina,Mobile SIM Card,Male,5,Excellent,59,3.2GB 2-Day Plan,1000,17,17000,11636,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0182,Obinna Mills,1-Feb-25,51,Katsina,5G Broadband Router,Male,5,Excellent,59,300GB FUP Monthly Unlimited,30000,13,390000,12762,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0187,Chinedu Brown,1-Feb-25,49,Kaduna,5G Broadband Router,Male,4,Very Good,5,150GB FUP Monthly Unlimited,20000,15,300000,902,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0193,Sarah Thomas,1-Feb-25,77,Lagos,5G Broadband Router,Female,2,Fair,59,30GB Monthly Broadband Plan,9000,19,171000,487,No,Costly Data Plans,"Lagos , Nigeria",100
CUST0203,Ibim Castro,1-Feb-25,45,Oyo,4G Router,Female,5,Excellent,53,25GB Monthly Plan,9000,2,18000,1625,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0203,Ibim Castro,1-Feb-25,45,Oyo,Mobile SIM Card,Female,5,Excellent,53,16.5GB+10mins Monthly Plan,6500,17,110500,11446,No,Costly Data Plans,"Oyo , Nigeria",100
CUST0205,Saidu Munoz,1-Feb-25,56,Kaduna,Mobile SIM Card,Male,5,Excellent,25,16.5GB+10mins Monthly Plan,6500,4,26000,15645,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0205,Saidu Munoz,1-Feb-25,56,Kaduna,Broadband MiFi,Male,5,Excellent,25,60GB Monthly Broadband Plan,14500,19,275500,3035,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0210,Ejiro Gill,1-Feb-25,41,Akwa Ibom,Broadband MiFi,Female,5,Excellent,53,150GB FUP Monthly Unlimited,20000,20,400000,7481,No,Costly Data Plans,"Akwa Ibom , Nigeria",100
CUST0212,Michael Williams,1-Feb-25,18,Lagos,4G Router,Female,2,Fair,59,10GB+10mins Monthly Plan,4500,10,45000,12186,No,Costly Data Plans,"Lagos , Nigeria",100
CUST0214,Ese Cooper,1-Feb-25,51,Edo,Mobile SIM Card,Female,5,Excellent,13,7GB Monthly Plan,3500,1,3500,13631,No,Costly Data Plans,"Edo , Nigeria",100
CUST0230,Ngozi Pierce,1-Feb-25,71,Imo,Broadband MiFi,Female,2,Fair,23,120GB Monthly Broadband Plan,24000,16,384000,16984,No,Costly Data Plans,"Imo , Nigeria",100
CUST0230,Ngozi Pierce,1-Feb-25,71,Imo,Mobile SIM Card,Female,2,Fair,23,1.5GB 2-Day Plan,600,16,9600,1544,No,Costly Data Plans,"Imo , Nigeria",100
CUST0230,Ngozi Pierce,1-Feb-25,71,Imo,5G Broadband Router,Female,2,Fair,23,200GB Monthly Broadband Plan,25000,9,225000,4856,No,Costly Data Plans,"Imo , Nigeria",100
CUST0249,Omamuzo Jones,1-Feb-25,66,Kano,5G Broadband Router,Female,2,Fair,11,120GB Monthly Broadband Plan,24000,12,288000,13562,No,Costly Data Plans,"Kano , Nigeria",100
CUST0249,Omamuzo Jones,1-Feb-25,66,Kano,Mobile SIM Card,Female,2,Fair,11,2.5GB 2-Day Plan,900,18,16200,11093,No,Costly Data Plans,"Kano , Nigeria",100
CUST0249,Omamuzo Jones,1-Feb-25,66,Kano,Broadband MiFi,Female,2,Fair,11,150GB FUP Monthly Unlimited,20000,1,20000,2509,No,Costly Data Plans,"Kano , Nigeria",100
CUST0253,Zainab Blackwell,1-Feb-25,62,Borno,Mobile SIM Card,Female,4,Very Good,57,3.2GB 2-Day Plan,1000,20,20000,3557,No,Costly Data Plans,"Borno , Nigeria",100
CUST0253,Zainab Blackwell,1-Feb-25,62,Borno,5G Broadband Router,Female,4,Very Good,57,150GB FUP Monthly Unlimited,20000,5,100000,16844,No,Costly Data Plans,"Borno , Nigeria",100
CUST0255,Ejiro Miller,1-Feb-25,66,Osun,5G Broadband Router,Female,5,Excellent,9,30GB Monthly Broadband Plan,9000,20,180000,1327,No,Costly Data Plans,"Osun , Nigeria",100
CUST0255,Ejiro Miller,1-Feb-25,66,Osun,Mobile SIM Card,Female,5,Excellent,9,1.5GB 2-Day Plan,600,5,3000,15156,No,Costly Data Plans,"Osun , Nigeria",100
CUST0265,Saidu Martinez,1-Feb-25,70,Gombe,Mobile SIM Card,Female,2,Fair,44,16.5GB+10mins Monthly Plan,6500,9,58500,1112,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0265,Saidu Martinez,1-Feb-25,70,Gombe,Broadband MiFi,Female,2,Fair,44,300GB FUP Monthly Unlimited,30000,13,390000,11574,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0265,Saidu Martinez,1-Feb-25,70,Gombe,4G Router,Female,2,Fair,44,10GB+10mins Monthly Plan,4500,4,18000,17107,No,Costly Data Plans,"Gombe , Nigeria",100
CUST0267,Ejiro Mendoza,1-Feb-25,26,Rivers,Broadband MiFi,Female,5,Excellent,60,60GB Monthly Broadband Plan,14500,7,101500,8807,No,Costly Data Plans,"Rivers , Nigeria",100
CUST0267,Ejiro Mendoza,1-Feb-25,26,Rivers,Mobile SIM Card,Female,5,Excellent,60,16.5GB+10mins Monthly Plan,6500,2,13000,5756,No,Costly Data Plans,"Rivers , Nigeria",100
CUST0271,John Benson,1-Feb-25,30,Edo,5G Broadband Router,Male,2,Fair,25,30GB Monthly Broadband Plan,9000,9,81000,14031,No,Costly Data Plans,"Edo , Nigeria",100
CUST0271,John Benson,1-Feb-25,30,Edo,Mobile SIM Card,Male,2,Fair,25,500MB Daily Plan,350,13,4550,5781,No,Costly Data Plans,"Edo , Nigeria",100
CUST0284,Funke Shaffer,1-Feb-25,20,Ekiti,5G Broadband Router,Female,4,Very Good,56,300GB FUP Monthly Unlimited,30000,18,540000,19392,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0284,Funke Shaffer,1-Feb-25,20,Ekiti,Mobile SIM Card,Female,4,Very Good,56,1.5GB 2-Day Plan,600,15,9000,11837,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0284,Funke Shaffer,1-Feb-25,20,Ekiti,4G Router,Female,4,Very Good,56,165GB Monthly Plan,35000,18,630000,10493,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0287,Omamuzo Rivera,1-Feb-25,64,Osun,5G Broadband Router,Female,2,Fair,6,450GB 3-Month Broadband Plan,75000,3,225000,3801,No,Costly Data Plans,"Osun , Nigeria",100
CUST0287,Omamuzo Rivera,1-Feb-25,64,Osun,4G Router,Female,2,Fair,6,10GB+10mins Monthly Plan,4500,4,18000,2776,No,Costly Data Plans,"Osun , Nigeria",100
CUST0287,Omamuzo Rivera,1-Feb-25,64,Osun,Mobile SIM Card,Female,2,Fair,6,12.5GB Monthly Plan,5500,9,49500,12374,No,Costly Data Plans,"Osun , Nigeria",100
CUST0296,Ejiro Scott,1-Feb-25,46,Niger,4G Router,Male,2,Fair,43,25GB Monthly Plan,9000,11,99000,6486,No,Costly Data Plans,"Niger , Nigeria",100
CUST0296,Ejiro Scott,1-Feb-25,46,Niger,5G Broadband Router,Male,2,Fair,43,150GB FUP Monthly Unlimited,20000,3,60000,197,No,Costly Data Plans,"Niger , Nigeria",100
CUST0299,Kunle Fuller,1-Feb-25,43,Bauchi,4G Router,Male,5,Excellent,7,10GB+10mins Monthly Plan,4500,18,81000,11191,No,Costly Data Plans,"Bauchi , Nigeria",100
CUST0307,Chinedu Hoffman,1-Feb-25,67,Zamfara,Mobile SIM Card,Female,2,Fair,50,20GB Monthly Plan,7500,7,52500,13062,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0309,Alabo Guerra,1-Feb-25,34,Nasarawa,Broadband MiFi,Male,2,Fair,60,30GB Monthly Broadband Plan,9000,8,72000,14805,No,Costly Data Plans,"Nasarawa , Nigeria",100
CUST0312,Ejiro Barker,1-Feb-25,29,Kano,Broadband MiFi,Female,2,Fair,56,120GB Monthly Broadband Plan,24000,6,144000,10655,No,Costly Data Plans,"Kano , Nigeria",100
CUST0312,Ejiro Barker,1-Feb-25,29,Kano,4G Router,Female,2,Fair,56,10GB+10mins Monthly Plan,4500,15,67500,10038,No,Costly Data Plans,"Kano , Nigeria",100
CUST0312,Ejiro Barker,1-Feb-25,29,Kano,5G Broadband Router,Female,2,Fair,56,30GB Monthly Broadband Plan,9000,17,153000,843,No,Costly Data Plans,"Kano , Nigeria",100
CUST0315,Obinna Anderson,1-Feb-25,70,Abia,4G Router,Female,2,Fair,29,10GB+10mins Monthly Plan,4500,5,22500,863,No,Costly Data Plans,"Abia , Nigeria",100
CUST0315,Obinna Anderson,1-Feb-25,70,Abia,Broadband MiFi,Female,2,Fair,29,120GB Monthly Broadband Plan,24000,11,264000,18346,No,Costly Data Plans,"Abia , Nigeria",100
CUST0315,Obinna Anderson,1-Feb-25,70,Abia,Mobile SIM Card,Female,2,Fair,29,3.2GB 2-Day Plan,1000,4,4000,11169,No,Costly Data Plans,"Abia , Nigeria",100
CUST0322,Alabo Jackson,1-Feb-25,27,Zamfara,Broadband MiFi,Male,4,Very Good,12,60GB Monthly Broadband Plan,14500,7,101500,11827,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0322,Alabo Jackson,1-Feb-25,27,Zamfara,Mobile SIM Card,Male,4,Very Good,12,12.5GB Monthly Plan,5500,11,60500,1849,No,Costly Data Plans,"Zamfara , Nigeria",100
CUST0329,Saidu Anderson,1-Feb-25,61,Borno,4G Router,Female,4,Very Good,34,10GB+10mins Monthly Plan,4500,1,4500,82,No,Costly Data Plans,"Borno , Nigeria",100
CUST0329,Saidu Anderson,1-Feb-25,61,Borno,5G Broadband Router,Female,4,Very Good,34,1.5TB Yearly Broadband Plan,150000,4,600000,12528,No,Costly Data Plans,"Borno , Nigeria",100
CUST0329,Saidu Anderson,1-Feb-25,61,Borno,Mobile SIM Card,Female,4,Very Good,34,500MB Daily Plan,350,14,4900,16001,No,Costly Data Plans,"Borno , Nigeria",100
CUST0335,Maryam Patterson,1-Feb-25,57,Plateau,Mobile SIM Card,Male,2,Fair,53,16.5GB+10mins Monthly Plan,6500,10,65000,2361,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0335,Maryam Patterson,1-Feb-25,57,Plateau,5G Broadband Router,Male,2,Fair,53,30GB Monthly Broadband Plan,9000,20,180000,13757,No,Costly Data Plans,"Plateau , Nigeria",100
CUST0342,Omamuzo Holmes,1-Feb-25,24,Bayelsa,4G Router,Male,4,Very Good,53,65GB Monthly Plan,16000,19,304000,148,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0342,Omamuzo Holmes,1-Feb-25,24,Bayelsa,Broadband MiFi,Male,4,Very Good,53,60GB Monthly Broadband Plan,14500,20,290000,2331,No,Costly Data Plans,"Bayelsa , Nigeria",100
CUST0346,Ese Harper,1-Feb-25,64,Kebbi,Mobile SIM Card,Female,2,Fair,28,7GB Monthly Plan,3500,5,17500,16807,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0348,Boma Anderson,1-Feb-25,39,Sokoto,Mobile SIM Card,Female,4,Very Good,36,2.5GB 2-Day Plan,900,8,7200,1158,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0353,Bola Patterson,1-Feb-25,59,Katsina,Mobile SIM Card,Male,4,Very Good,39,12.5GB Monthly Plan,5500,6,33000,14534,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0353,Bola Patterson,1-Feb-25,59,Katsina,Broadband MiFi,Male,4,Very Good,39,150GB FUP Monthly Unlimited,20000,12,240000,11576,No,Costly Data Plans,"Katsina , Nigeria",100
CUST0354,Sade Brown,1-Feb-25,49,Delta,4G Router,Male,4,Very Good,11,165GB Monthly Plan,35000,5,175000,9518,No,Costly Data Plans,"Delta , Nigeria",100
CUST0354,Sade Brown,1-Feb-25,49,Delta,Mobile SIM Card,Male,4,Very Good,11,16.5GB+10mins Monthly Plan,6500,1,6500,17412,No,Costly Data Plans,"Delta , Nigeria",100
CUST0361,Obinna Andrews,1-Feb-25,58,Kebbi,Broadband MiFi,Male,4,Very Good,33,30GB Monthly Broadband Plan,9000,16,144000,7719,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0361,Obinna Andrews,1-Feb-25,58,Kebbi,5G Broadband Router,Male,4,Very Good,33,150GB FUP Monthly Unlimited,20000,12,240000,11367,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0361,Obinna Andrews,1-Feb-25,58,Kebbi,Mobile SIM Card,Male,4,Very Good,33,7GB Monthly Plan,3500,13,45500,13653,No,Costly Data Plans,"Kebbi , Nigeria",100
CUST0372,Grace Salas,1-Feb-25,30,Kaduna,4G Router,Male,5,Excellent,47,25GB Monthly Plan,9000,4,36000,464,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0372,Grace Salas,1-Feb-25,30,Kaduna,5G Broadband Router,Male,5,Excellent,47,200GB Monthly Broadband Plan,25000,8,200000,4594,No,Costly Data Plans,"Kaduna , Nigeria",100
CUST0373,Ibim Adams,1-Feb-25,41,Jigawa,4G Router,Male,5,Excellent,5,165GB Monthly Plan,35000,12,420000,3602,No,Costly Data Plans,"Jigawa , Nigeria",100
CUST0373,Ibim Adams,1-Feb-25,41,Jigawa,Broadband MiFi,Male,5,Excellent,5,150GB FUP Monthly Unlimited,20000,7,140000,9182,No,Costly Data Plans,"Jigawa , Nigeria",100
CUST0378,Funke Carlson,1-Feb-25,74,Sokoto,Mobile SIM Card,Male,2,Fair,56,2.5GB 2-Day Plan,900,3,2700,17215,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0378,Funke Carlson,1-Feb-25,74,Sokoto,5G Broadband Router,Male,2,Fair,56,450GB 3-Month Broadband Plan,75000,11,825000,17874,No,Costly Data Plans,"Sokoto , Nigeria",100
CUST0385,Sade George,1-Feb-25,34,Ekiti,5G Broadband Router,Female,5,Excellent,30,300GB FUP Monthly Unlimited,30000,4,120000,3267,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0385,Sade George,1-Feb-25,34,Ekiti,Broadband MiFi,Female,5,Excellent,30,30GB Monthly Broadband Plan,9000,19,171000,19876,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0385,Sade George,1-Feb-25,34,Ekiti,Mobile SIM Card,Female,5,Excellent,30,1.5GB 2-Day Plan,600,12,7200,8846,No,Costly Data Plans,"Ekiti , Nigeria",100
CUST0404,Maryam Buck,1-Feb-25,72,Osun,5G Broadband Router,Female,2,Fair,19,30GB Monthly Broadband Plan,9000,16,144000,19975,No,Costly Data Plans,"Osun , Nigeria",100
CUST0404,Maryam Buck,1-Feb-25,72,Osun,Broadband MiFi,Female,2,Fair,19,30GB Monthly Broadband Plan,9000,17,153000,7958,No,Costly Data Plans,"Osun , Nigeria",100
CUST0406,Zainab Soto,1-Feb-25,67,Ekiti,Mobile SIM Card,Female,4,Very Good,43,3.2GB 2-Day Plan,1000,16,16000,2488,No,Costly Data Plans,"Ekiti , Nigeria",100
